player_id,current_club_id,date_of_birth,position,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,last_season,year_of_birth,age,year,total_goals,total_yellow_cards,total_red_cards,total_minutes_played,total_assists,total_goals_cur_club,total_yellow_cards_cur_club,total_red_cards_cur_club,total_minutes_played_cur_club,total_assists_cur_club,total_goals_2022,total_yellow_cards_2022,total_red_cards_2022,total_minutes_played_2022,total_assists_2022,games_played_2022,performance_2022,total_goals_2020,total_yellow_cards_2020,total_red_cards_2020,total_minutes_played_2020,total_assists_2020,games_played_2020,performance_2020,improved_performance,raw_performance_score,normalised_performance_score
18644,2687,1985-08-20,Attack,1200000.0,27000000.0,2023-06-30,2022,1985,37,9,59,25,0,14093,30,7,3,0,2065,4,17,7,0,4280,7,73,447.66301369863015,10,4,0,2215,3,40,234.5875,1,906.1306691965939,24.9505088253034
70114,2410,1991-06-13,Attack,1200000.0,2500000.0,2024-06-30,2022,1991,31,6,30,21,0,9255,20,0,1,0,916,2,12,7,0,3224,6,54,338.52037037037036,12,6,0,2308,4,29,245.9586206896552,1,753.77788592263,20.755441168000825
68718,1147,1986-11-28,Attack,500000.0,1750000.0,2024-06-30,2022,1986,36,5,12,1,0,3726,1,0,0,0,320,0,4,0,0,1779,0,35,187.68285714285713,2,0,0,989,0,15,107.59333333333333,1,389.14539682539686,10.715204757860056
479019,1063,1999-11-04,Attack,300000.0,600000.0,2025-06-30,2022,1999,23,2,5,0,0,566,2,1,0,0,346,2,5,0,0,566,2,15,63.873333333333335,4,0,0,220,0,6,27.46666666666667,1,123.2940579710145,3.3949292150554546
22328,1038,1983-01-31,Attack,1000000.0,17500000.0,2023-06-30,2022,1983,39,10,113,20,0,22053,29,3,2,0,1030,0,12,4,0,3423,4,69,358.56086956521733,9,2,0,2393,4,39,252.93589743589746,1,790.8284838350056,21.775637593992155
112343,1038,1991-11-26,Attack,3000000.0,18000000.0,2026-06-30,2022,1991,31,10,74,26,1,12868,18,2,2,0,1026,2,11,6,0,2656,7,48,280.6833333333334,9,4,0,1630,5,28,175.3714285714286,1,596.460944700461,16.423684321260804
631704,1063,1999-01-12,Attack,400000.0,400000.0,2024-06-30,2022,1999,23,3,6,1,0,813,1,6,1,0,512,1,6,1,0,745,1,34,82.09117647058824,0,0,0,233,0,13,26.392307692307693,1,149.55515935471178,4.118034462576846
94307,1038,1992-01-30,Attack,2500000.0,10000000.0,2024-06-30,2022,1992,30,10,16,32,1,10914,16,2,5,0,1092,0,6,10,1,3141,4,50,327.582,4,5,1,2005,4,31,211.91774193548386,1,703.3574086021506,19.367102148998157
283528,1038,1995-12-21,Attack,2500000.0,10000000.0,2023-06-30,2022,1995,27,5,15,18,0,5233,11,0,1,0,196,0,6,6,0,1680,4,38,178.72105263157897,3,3,0,897,1,16,97.90625,1,366.0248659844055,10.078575816357253
188077,989,1995-02-22,Attack,9000000.0,9000000.0,2024-06-30,2022,1995,27,10,61,29,1,17896,58,1,1,0,997,0,3,2,0,1995,3,32,210.484375,2,1,0,998,3,14,109.62857142857145,1,425.4292080026455,11.714287541137058
140191,989,1992-10-10,Defender,2000000.0,7000000.0,2024-06-30,2022,1992,30,6,2,17,0,5353,5,0,1,0,478,0,1,2,0,1611,1,34,168.8882352941177,1,0,0,531,1,15,58.29,1,311.66235294117655,8.581691969954216
163744,989,1994-01-27,Defender,5000000.0,8000000.0,2023-05-31,2022,1994,28,8,5,24,2,12232,6,0,1,0,182,0,0,7,0,2696,0,36,278.9388888888889,0,4,0,1724,0,21,181.7095238095238,1,600.1750000000001,16.52595165717492
469781,989,1997-05-10,Defender,17000000.0,20000000.0,2026-06-30,2022,1997,25,5,9,18,0,10370,8,0,2,0,1279,0,3,9,0,6198,5,74,633.9756756756757,3,6,0,3716,5,43,383.6918604651163,1,1334.69537397863,36.751132965261526
348601,1038,1998-05-23,Midfield,2200000.0,2500000.0,2024-06-30,2022,1998,24,7,2,17,0,4433,3,0,5,0,959,1,0,6,0,1178,1,26,124.28076923076924,0,1,0,219,0,11,24.840909090909097,1,211.3203962703963,5.818753951663458
75942,1038,1988-01-13,Midfield,800000.0,9000000.0,2023-06-30,2022,1988,34,10,11,85,1,23052,16,0,7,0,2491,2,1,16,0,4559,2,66,467.65757575757584,1,9,0,2068,0,32,215.26250000000002,1,916.8076871657755,25.244502881706094
171399,1038,1994-12-16,Defender,1600000.0,7000000.0,2024-06-30,2022,1994,28,10,1,35,1,12668,11,0,2,0,1092,0,1,6,0,1853,0,40,192.48250000000002,1,4,0,761,0,19,81.05526315789474,1,369.8504417293233,10.183913892454012
111227,1038,1994-03-02,Defender,1000000.0,18000000.0,2025-06-30,2022,1994,28,8,12,34,0,7952,10,2,2,0,434,0,2,5,0,1280,0,25,134.47,0,3,0,834,0,14,90.00714285714287,1,291.76928571428573,8.033931954451191
284595,1038,1994-08-30,Defender,2500000.0,4000000.0,2025-06-30,2022,1994,28,5,3,5,1,9027,10,0,1,0,2244,5,1,2,0,5889,7,78,604.4999999999999,1,1,0,3645,2,43,377.2767441860465,1,1284.0624584717605,35.35694441370848
131102,1038,1992-05-27,Defender,2500000.0,18000000.0,2023-06-30,2022,1992,30,10,6,57,2,16393,2,0,2,0,639,0,2,12,1,3591,0,50,368.08200000000005,2,8,0,2674,0,33,276.9030303030304,1,829.0926969696972,22.82925118413461
482145,3325,1998-09-26,Attack,600000.0,1500000.0,2025-06-30,2022,1998,24,6,10,11,1,2502,3,1,3,0,410,1,1,4,0,529,1,18,57.988888888888894,0,1,0,119,0,8,14.137500000000001,1,101.17083333333335,2.7857613209193453
387378,3325,1997-08-05,Attack,1000000.0,3000000.0,2023-06-30,2022,1997,25,5,10,12,0,4937,8,1,3,0,406,0,5,7,0,1542,4,34,164.28529411764708,4,4,0,1136,4,23,122.83913043478262,1,369.30707161125326,10.1689520758119
364233,3325,1996-06-05,Midfield,700000.0,2000000.0,2023-06-30,2022,1996,26,7,0,11,0,2362,3,0,0,0,98,0,0,0,0,230,0,4,29.15,0,0,0,132,0,2,20.0,1,63.778846153846146,1.756164665787242
54716,3325,1987-01-11,Defender,100000.0,3800000.0,2023-06-30,2022,1987,35,5,14,30,1,6061,0,2,3,1,1260,0,7,20,1,3332,0,42,340.3833333333334,5,12,0,1608,0,21,167.80714285714285,1,678.4107142857143,18.68018939141954
341516,3325,1995-01-13,Defender,400000.0,1700000.0,2023-06-30,2022,1995,27,9,4,27,1,14094,3,0,2,1,424,0,0,12,1,2937,1,37,302.1378378378378,0,5,0,1343,0,19,142.0184210526316,1,595.291844476055,16.39149288744412
332615,3325,1995-07-20,Defender,800000.0,2000000.0,2023-06-30,2022,1995,27,10,0,26,1,10885,2,0,5,0,1279,0,0,5,1,1711,0,26,178.73076923076923,0,0,1,432,0,11,47.92727272727274,1,316.0975006475006,8.703814745123362
718318,1063,2002-06-15,Attack,500000.0,500000.0,2026-06-30,2022,2002,20,3,4,7,0,2030,4,3,5,0,1526,3,4,7,0,1985,4,40,209.3125,1,2,0,459,1,15,50.91000000000001,1,364.90875,10.047843315333242
589139,1063,2003-06-02,Midfield,250000.0,300000.0,2024-12-31,2022,2003,19,2,1,1,0,633,3,1,0,0,318,2,1,1,0,633,3,30,69.16000000000001,0,1,0,315,1,14,35.25,1,139.01105263157896,3.8277001467946388
202570,1063,1993-12-29,Midfield,500000.0,500000.0,2024-06-30,2022,1993,29,3,7,9,0,3792,1,3,4,0,2181,1,7,9,0,3724,1,48,384.90833333333336,4,5,0,1543,0,17,164.92647058823528,1,742.3096602434077,20.439661031926516
358422,1063,1998-07-22,Defender,400000.0,700000.0,2025-06-30,2022,1998,24,7,1,3,1,5991,3,0,1,0,1385,0,0,1,0,1793,0,27,188.39074074074074,0,0,0,408,0,7,47.328571428571436,1,329.97301587301587,9.085880132444158
250464,1063,1995-09-15,Midfield,700000.0,2000000.0,2023-06-30,2022,1995,27,7,24,15,0,8848,13,6,3,0,1897,5,7,4,0,2440,5,46,255.60434782608695,1,1,0,543,0,15,59.42,1,442.8783735909823,12.19475418331791
701055,1063,2002-11-19,Defender,500000.0,500000.0,2026-06-30,2022,2002,20,3,0,0,0,1684,3,0,0,0,1550,3,0,0,0,1594,3,21,169.3904761904762,0,0,0,44,0,1,8.9,1,263.01571428571424,7.242195991774141
97503,1063,1991-05-24,Midfield,350000.0,400000.0,2024-06-30,2022,1991,31,6,2,19,0,7857,2,1,7,0,2452,1,2,11,0,3497,2,41,361.47926829268295,1,4,0,1045,1,13,113.63846153846153,1,655.8960736549053,18.06024377115309
566571,1063,2001-06-15,Defender,700000.0,800000.0,2026-06-30,2022,2001,21,4,3,3,0,2733,2,1,2,0,870,1,3,3,0,2635,2,41,273.62682926829274,2,1,0,1199,1,23,127.36304347826088,1,537.8413826187953,14.80958168598547
196126,1063,1993-04-14,Defender,400000.0,400000.0,2024-06-30,2022,1993,29,4,4,12,0,3738,1,2,5,0,972,0,4,9,0,2477,1,30,257.0066666666667,2,4,0,1505,1,17,160.25294117647056,1,545.7905273833672,15.028463149050747
203895,1063,1995-08-07,Defender,600000.0,700000.0,2025-06-30,2022,1995,27,3,2,5,0,2821,0,2,5,0,2551,0,2,5,0,2731,0,32,283.68437500000005,0,0,0,180,0,2,27.2,1,452.7487847222223,12.46653814164892
210988,553,1991-09-30,Attack,250000.0,400000.0,2023-06-30,2022,1991,31,4,8,6,1,3507,2,1,3,0,531,0,4,5,1,2733,2,53,285.10660377358494,2,2,1,1761,2,31,185.78064516129035,1,613.4663572732807,16.891932125799034
126413,553,1991-01-03,Attack,250000.0,1500000.0,2023-06-30,2022,1991,31,7,8,9,0,5145,10,0,0,0,299,2,0,4,0,1229,2,22,130.98636363636365,0,4,0,930,0,16,100.21249999999999,1,296.73720674486805,8.170724761195999
590914,553,2001-01-15,Attack,700000.0,1200000.0,2023-06-30,2022,2001,21,4,1,4,0,1684,1,0,2,0,976,0,1,2,0,1094,0,22,116.77272727272728,0,0,0,40,0,4,5.4,1,180.5971861471862,4.972783550948005
69609,553,1987-05-27,Midfield,100000.0,5000000.0,2023-06-30,2022,1987,35,9,6,39,1,12268,0,1,4,0,1276,0,2,5,0,1968,0,31,205.7983870967742,1,1,0,692,0,12,76.16666666666667,1,384.9156758832566,10.598738454176713
216489,553,1991-11-19,Midfield,200000.0,600000.0,2023-06-30,2022,1991,31,7,0,13,0,4409,2,0,4,0,853,0,0,6,0,2816,0,39,291.8205128205128,0,2,0,1173,0,15,126.32000000000002,1,564.0959305210918,15.532506481943875
423960,553,1998-05-04,Midfield,150000.0,150000.0,2024-06-30,2022,1998,24,2,0,1,0,237,0,0,0,0,96,0,0,1,0,237,0,8,27.312500000000007,0,1,0,141,0,4,17.875,1,58.86041666666668,1.62073461966011
40014,553,1984-01-18,Midfield,100000.0,4000000.0,2023-06-30,2022,1984,38,10,9,72,2,17420,8,0,7,0,2123,0,0,13,0,3176,0,38,327.8078947368422,0,6,0,1053,0,13,113.8,1,605.5644736842106,16.67435200967691
75413,553,1991-01-25,Defender,300000.0,700000.0,2023-06-30,2022,1991,31,7,3,24,0,8433,3,0,2,0,610,0,1,6,0,2554,1,43,264.28953488372093,0,4,0,1647,1,26,172.73461538461538,1,569.2140790005193,15.6734358347914
623071,553,2001-03-10,Defender,150000.0,150000.0,2025-06-30,2022,2001,21,3,0,2,0,420,0,0,1,0,150,0,0,2,0,330,0,6,38.6,0,1,0,180,0,2,26.95,1,84.87857142857143,2.337150278099954
129212,553,1992-02-13,Defender,350000.0,500000.0,2023-06-30,2022,1992,30,7,2,18,0,5225,2,0,6,0,1547,2,0,10,0,3138,2,36,323.81666666666666,0,4,0,1591,0,18,168.73888888888894,1,654.5105555555556,18.022093223179592
25732,553,1986-11-07,Defender,250000.0,16000000.0,2024-06-30,2022,1986,36,10,5,26,1,14816,3,0,3,0,1676,0,0,8,0,3252,0,38,335.5578947368422,0,5,0,1576,0,19,166.5447368421053,1,669.9371345029241,18.44686749388364
238856,553,1994-04-07,Defender,400000.0,750000.0,2024-06-30,2022,1994,28,8,0,41,0,9632,5,0,9,0,2021,1,0,14,0,3301,1,39,339.0641025641026,0,5,0,1280,0,16,136.35,1,645.0032967032968,17.760308743345078
318426,932,1999-01-06,Attack,1500000.0,7500000.0,2023-06-30,2022,1999,23,6,25,9,0,5851,11,4,1,0,800,2,5,2,0,1281,3,35,137.41,0,1,0,335,1,14,37.49285714285715,1,243.66003105590062,6.70923296374483
494237,932,2000-08-27,Attack,5000000.0,6000000.0,2026-06-30,2022,2000,22,3,11,6,0,2451,5,11,6,0,2195,5,11,6,0,2410,5,36,255.54444444444445,0,0,0,215,0,7,25.271428571428572,1,408.6153679653679,11.251314728828111
333802,932,1996-05-02,Attack,4000000.0,15000000.0,2023-06-30,2022,1996,26,9,51,35,2,15337,19,4,2,0,1576,1,16,10,0,3886,3,58,406.15000000000003,12,8,0,2310,2,33,245.0,1,854.2942307692308,23.523181003366926
267383,932,1996-09-20,Attack,7000000.0,7500000.0,2024-06-30,2022,1996,26,7,21,30,0,9680,23,4,3,0,817,2,12,9,0,3276,12,45,345.53,8,6,0,2459,10,33,261.25151515151515,1,779.6003613053613,21.46646875136169
425756,932,1998-06-24,Midfield,1800000.0,3000000.0,2023-06-30,2022,1998,24,3,0,14,0,4313,3,0,2,0,810,0,0,7,0,2812,3,50,291.524,0,5,0,2002,3,30,209.87333333333336,1,647.1843333333334,17.820364070392213
255451,932,1995-10-17,Attack,5000000.0,16000000.0,2024-06-30,2022,1995,27,7,39,24,0,10827,28,7,7,0,1450,6,7,8,0,1714,9,37,183.68243243243242,0,1,0,264,3,13,30.430769230769233,1,306.0062697312697,8.425950465066675
535974,932,2000-02-07,Midfield,2500000.0,3500000.0,2026-06-30,2022,2000,22,4,6,19,1,6059,8,2,4,1,1379,4,5,10,1,3678,7,62,380.78225806451616,3,6,0,2299,3,33,240.4666666666667,1,811.6764173998046,22.349690065760992
263905,932,1996-09-11,Midfield,9000000.0,12500000.0,2024-06-30,2022,1996,26,8,7,65,1,12205,8,1,9,1,2475,3,1,26,1,4881,4,62,499.2725806451613,0,17,0,2406,1,33,248.8909090909091,1,997.8613185201896,27.47633258704457
382535,932,1998-12-13,Defender,1200000.0,1800000.0,2024-06-30,2022,1998,24,4,0,26,1,5062,4,0,5,1,887,1,0,15,1,2593,2,41,265.87439024390244,0,10,0,1706,1,24,177.70833333333334,1,576.5532520325203,15.875521590996655
178335,932,1994-05-29,Defender,1800000.0,2800000.0,2023-06-30,2022,1994,28,8,2,33,0,14307,18,0,5,0,2228,6,0,10,0,3282,6,55,337.76727272727277,0,5,0,1054,0,24,110.94166666666668,1,617.6497186147187,17.00712190760117
461701,932,1999-05-12,Defender,2000000.0,2800000.0,2026-06-30,2022,1999,23,6,3,20,1,4683,7,1,6,1,2329,4,3,15,1,3718,5,56,380.6392857142858,2,9,0,1389,1,26,144.79230769230767,1,715.8034101767798,19.709805561082042
686059,932,2000-10-20,Defender,1200000.0,1200000.0,2026-06-30,2022,2000,22,2,0,5,0,3409,2,0,0,0,672,0,0,5,0,3409,2,40,352.3725,0,2,0,1179,2,14,127.42142857142858,1,655.9983603896104,18.063060259065626
726114,932,2003-08-06,Defender,1200000.0,1500000.0,2027-06-30,2022,2003,19,3,0,1,0,1006,2,0,0,0,330,0,0,1,0,708,0,16,76.57499999999999,0,1,0,378,0,7,43.650000000000006,1,158.5440789473684,4.365546356005389
462329,932,1999-03-27,Defender,2500000.0,2500000.0,2024-06-30,2022,1999,23,3,0,17,0,4384,0,0,6,0,1561,0,0,9,0,2605,0,40,268.7625,0,3,0,1044,0,21,110.72142857142858,1,513.8912655279503,14.150109903210476
268606,1519,1997-10-27,Attack,400000.0,450000.0,2024-05-31,2022,1997,25,3,1,4,0,2681,4,0,3,0,1450,1,1,4,0,2511,4,41,262.42439024390245,1,1,0,1061,3,16,115.33125,1,508.99183536585366,14.015203007710806
165345,1519,1995-05-18,Attack,300000.0,400000.0,2024-05-31,2022,1995,27,6,7,19,0,6671,6,1,2,0,978,1,2,9,0,2483,2,41,259.1060975609756,1,7,0,1491,1,23,158.08260869565217,1,546.7861994815601,15.055879200970823
344588,1519,2000-01-01,Attack,500000.0,550000.0,2025-05-31,2022,2000,22,5,9,6,0,4788,9,2,2,0,1251,2,4,3,0,2910,5,56,304.0964285714286,2,0,0,1110,2,26,118.96923076923076,1,575.1593281718282,15.83713958852141
62170,1519,1991-02-03,Attack,450000.0,600000.0,2023-05-31,2022,1991,31,8,16,25,1,8015,7,0,1,0,315,0,3,9,1,2106,1,36,220.65,3,8,1,1791,1,27,189.08333333333334,1,520.1099462365592,14.321342654927685
482493,1519,1995-03-30,Midfield,550000.0,700000.0,2023-05-31,2022,1995,27,4,6,9,0,6695,7,1,4,0,2157,2,5,9,0,4854,7,64,500.534375,4,5,0,2697,5,34,282.13235294117646,1,1032.963545070806,28.44288017572236
344581,1519,2000-03-30,Defender,350000.0,350000.0,2024-05-31,2022,2000,22,4,2,11,0,3055,4,1,5,0,1369,2,2,7,0,2500,3,34,259.4029411764706,1,2,0,1131,1,15,121.79000000000002,1,510.9307754010696,14.068592151357477
192077,1519,1996-07-09,Defender,400000.0,450000.0,2024-05-31,2022,1996,26,9,1,29,0,15999,13,0,5,0,1737,1,0,9,0,4242,5,53,435.75377358490573,0,4,0,2505,4,28,261.6464285714286,1,915.346319718018,25.204263805111747
136834,1519,1990-12-16,Defender,700000.0,3800000.0,2024-05-31,2022,1990,32,10,9,37,0,19008,14,2,2,0,1258,3,2,11,0,6266,7,74,640.5175675675675,0,8,0,3552,3,42,366.1571428571429,1,1326.9959942084943,36.53912883667988
281807,1519,1996-04-10,Defender,550000.0,650000.0,2023-05-31,2022,1996,26,9,4,19,0,8831,6,3,4,0,2824,0,3,8,0,4579,2,52,470.25576923076926,0,4,0,1755,2,20,185.475,1,890.9278846153848,24.531896782076835
37428,1519,1986-03-06,Defender,300000.0,3500000.0,2024-05-31,2022,1986,36,6,5,9,0,6355,5,2,2,0,1402,0,3,4,0,3067,2,35,318.3128571428572,1,2,0,1665,2,19,176.91315789473686,1,654.4157769423559,18.019483473056923
173580,1519,1993-10-07,Defender,375000.0,500000.0,2023-05-31,2022,1993,29,4,6,14,1,7503,3,0,6,0,3134,2,6,12,0,5822,3,65,595.2569230769232,6,6,0,2688,1,30,279.65999999999997,1,1172.5729708222811,32.28705665900612
344107,1519,1996-09-30,Attack,600000.0,900000.0,2023-05-31,2022,1996,26,5,15,10,0,5620,8,2,3,0,1291,3,10,4,0,2668,6,33,282.4848484848485,8,1,0,1377,3,16,151.00625,1,574.7719842657343,15.826473988210154
396411,18105,1997-10-27,Attack,200000.0,200000.0,2023-12-31,2022,1997,25,3,6,3,0,1816,2,3,1,0,981,0,6,2,0,1655,2,31,176.13870967741934,3,1,0,674,2,17,74.41470588235295,1,338.646770398482,9.324713885889494
821535,18105,2000-08-09,Attack,200000.0,300000.0,2024-06-30,2022,2000,22,3,3,2,0,1432,0,1,0,0,185,0,3,2,0,1269,0,34,134.83235294117645,2,2,0,1084,0,25,115.736,1,318.0118021390374,8.756525461008552
396563,1519,2001-02-20,Defender,350000.0,350000.0,2024-05-31,2022,2001,21,3,2,6,0,2203,2,2,4,0,1843,2,2,5,0,2023,2,27,211.5425925925926,0,1,0,180,0,2,26.95,1,344.29246031746027,9.480169209207585
448783,18105,1996-05-14,Midfield,400000.0,400000.0,2023-06-30,2022,1996,26,6,4,26,1,4514,0,0,5,1,961,0,1,14,1,2732,0,39,282.00512820512813,1,9,0,1771,0,28,185.02500000000003,1,608.0788461538461,16.743585812953164
533318,18105,2000-02-03,Defender,300000.0,300000.0,2024-12-31,2022,2000,22,3,1,9,1,1938,0,0,3,1,1140,0,0,4,1,1195,0,15,127.66666666666667,0,1,0,55,0,1,10.85,1,202.37727272727273,5.572503062609761
663347,2414,2002-05-11,Midfield,300000.0,400000.0,2023-06-30,2022,2002,20,3,2,1,0,772,1,0,1,0,330,1,2,1,0,763,1,14,83.55000000000001,2,0,0,433,0,6,51.41666666666667,1,176.77166666666668,4.8674470241039245
44726,2414,1989-10-27,Attack,350000.0,1000000.0,2024-06-30,2022,1989,33,10,65,19,0,15382,25,4,2,0,1488,3,7,3,0,2384,3,33,251.62424242424242,3,1,0,896,0,14,98.25000000000001,1,475.7469696969697,13.099798262606043
260838,2414,1996-01-31,Midfield,350000.0,350000.0,2024-06-30,2022,1996,26,8,3,9,0,3023,2,1,1,0,738,0,1,1,0,1030,1,24,109.94166666666668,0,0,0,292,1,6,34.91666666666667,1,199.89070512820518,5.504034872607699
50580,2414,1988-05-11,Midfield,250000.0,600000.0,2024-06-30,2022,1988,34,9,2,36,0,12829,9,0,1,0,750,0,0,2,0,1203,1,22,127.91818181818184,0,1,0,453,1,6,53.55000000000001,1,245.48021390374336,6.7593521019139775
369678,2414,1997-10-28,Midfield,400000.0,500000.0,2026-06-30,2022,1997,25,6,8,3,0,5286,6,0,1,0,1378,2,1,1,0,1990,2,28,209.40714285714287,1,0,0,612,0,10,68.47,1,382.6287142857143,10.535766459670445
184534,2414,1993-06-30,Defender,300000.0,600000.0,2023-06-30,2022,1993,29,6,6,11,1,8681,4,0,0,1,469,0,0,1,1,1069,0,15,114.97666666666667,0,1,0,600,0,8,68.05,1,240.55637931034482,6.623773224989031
312712,2414,1995-10-16,Defender,450000.0,450000.0,2025-06-30,2022,1995,27,5,3,7,0,6016,3,0,3,0,1554,0,0,3,0,2208,0,27,230.92777777777778,0,0,0,654,0,9,73.56666666666668,1,419.9953703703703,11.564665617491592
689634,2414,2001-11-14,Defender,700000.0,700000.0,2024-12-31,2022,2001,21,4,1,4,1,1989,0,1,3,1,1414,0,1,4,1,1725,0,21,181.56428571428572,0,1,0,311,0,5,37.57,1,309.95452380952383,8.534666516264195
90024,369,1989-02-01,Attack,400000.0,15000000.0,2023-06-30,2022,1989,33,10,46,14,1,9673,17,0,0,0,280,2,2,0,0,909,3,25,98.386,1,0,0,483,1,13,53.86538461538461,1,201.50499067599068,5.548484582981472
283193,369,1997-08-07,Attack,400000.0,1000000.0,2024-06-30,2022,1997,25,8,8,5,0,3004,8,2,2,0,858,0,2,2,0,860,0,17,93.25882352941177,0,0,0,2,0,1,0.5,1,140.45223529411766,3.86738343085391
400549,369,2000-12-28,Attack,400000.0,450000.0,2023-06-30,2022,2000,22,5,3,3,0,1612,6,0,2,0,927,1,2,2,0,1232,2,26,131.53846153846155,2,0,0,305,1,8,35.9625,1,233.31564685314686,6.424398051830884
107266,369,1991-08-08,Midfield,300000.0,600000.0,2024-06-30,2022,1991,31,9,9,45,0,13109,16,0,4,0,1356,1,0,7,0,2062,1,26,215.93076923076924,0,3,0,706,0,8,79.775,1,403.7292183622829,11.116773516464539
627936,369,2003-02-11,Midfield,400000.0,400000.0,2025-06-30,2022,2003,19,3,0,5,0,1019,0,0,5,0,947,0,0,5,0,976,0,19,103.88684210526317,0,0,0,29,0,2,4.550000000000001,1,160.4118421052632,4.416975628558264
553328,369,2003-03-24,Midfield,300000.0,600000.0,2024-06-30,2022,2003,19,4,1,7,0,885,0,0,3,0,414,0,1,4,0,689,0,18,74.07777777777778,1,1,0,275,0,8,31.7375,1,142.8962719298246,3.9346805213526097
56354,369,1988-07-11,Defender,200000.0,3500000.0,2023-06-30,2022,1988,34,7,3,18,0,7536,4,0,3,0,378,0,0,4,0,468,0,7,53.1857142857143,0,1,0,90,0,1,17.85,1,97.66974789915967,2.6893581574540337
98349,1147,1987-03-29,Attack,600000.0,7000000.0,2023-06-30,2022,1987,35,10,43,37,1,14965,37,2,5,0,594,1,7,9,0,2266,2,45,238.2855555555556,3,4,0,1449,0,27,153.66666666666666,1,511.1521428571429,14.0746875533278
288436,369,1997-02-17,Defender,350000.0,350000.0,2023-06-30,2022,1997,25,5,2,9,0,1915,0,1,1,0,554,0,1,1,0,563,0,9,63.25555555555556,0,0,0,9,0,1,1.9,1,96.82333333333335,2.6660519447714415
253664,369,1994-02-18,Defender,350000.0,750000.0,2023-06-30,2022,1994,28,9,1,21,1,9788,0,0,1,0,1141,0,0,2,1,1488,0,21,157.18571428571428,0,1,1,347,0,6,40.53333333333334,1,276.37619047619046,7.610079665103829
274484,1147,1995-07-05,Defender,1800000.0,9000000.0,2023-06-30,2022,1995,27,8,0,11,3,4778,1,0,3,0,465,0,0,5,2,1538,1,33,160.01060606060608,0,2,1,637,0,18,68.2388888888889,1,308.31405723905726,8.489495905627727
569388,1147,2000-06-18,Defender,1500000.0,1500000.0,2025-06-30,2022,2000,22,4,0,3,1,1013,0,0,1,1,572,0,0,1,1,658,0,11,72.33181818181818,0,0,0,86,0,2,13.099999999999998,1,121.6340909090909,3.3492216540643236
18934,1147,1987-04-29,Midfield,600000.0,3500000.0,2024-06-30,2022,1987,35,10,26,30,2,17778,26,1,2,0,515,1,10,8,0,4188,5,65,433.29307692307697,6,4,0,2794,4,36,292.0611111111112,1,942.0578693528695,25.939772245073065
98539,1083,1991-07-12,Attack,3000000.0,7000000.0,2023-06-30,2022,1991,31,9,68,16,0,16996,31,15,4,0,2470,3,25,6,0,4329,7,60,455.065,10,2,0,1859,4,28,199.23928571428573,1,881.8948502304147,24.28317017806365
501250,1083,2002-04-25,Attack,300000.0,350000.0,2026-06-30,2022,2002,20,2,2,0,0,551,0,2,0,0,537,0,2,0,0,551,0,22,60.40454545454546,0,0,0,14,0,1,2.9000000000000004,1,93.5268181818182,2.57528166938329
699265,1083,2002-08-31,Attack,600000.0,700000.0,2025-06-30,2022,2002,20,3,0,5,0,979,2,0,0,0,142,0,0,4,0,876,2,23,94.00869565217391,0,4,0,644,2,16,70.325,1,211.3680434782609,5.820065928093283
300538,1083,1995-06-29,Attack,5000000.0,6000000.0,2026-06-30,2022,1995,27,7,30,22,0,6204,16,12,7,0,2250,12,17,9,0,3563,14,58,376.39310344827584,5,2,0,1313,2,28,140.68928571428575,1,705.3307927385514,19.42143971860568
501769,1083,2002-01-17,Attack,1000000.0,1000000.0,2026-06-30,2022,2002,20,2,4,5,0,1890,3,4,4,0,1773,3,4,5,0,1890,3,36,199.54999999999998,0,1,0,117,0,3,15.850000000000001,1,315.195,8.678964189750072
189715,1083,1992-01-07,Attack,1500000.0,3000000.0,2024-06-30,2022,1992,30,8,13,35,0,11034,14,2,6,0,1793,4,3,11,0,3163,6,49,329.5051020408163,1,5,0,1370,2,24,145.65833333333336,1,639.9693197278912,17.62169707151789
375667,1083,1999-10-12,Midfield,7000000.0,7000000.0,2026-06-30,2022,1999,23,4,19,13,0,6545,15,3,3,0,1848,9,13,8,0,4161,12,56,432.8803571428572,7,2,0,1361,1,23,145.31739130434784,1,794.6727096273294,21.88148920327812
289643,1083,1998-07-22,Attack,1200000.0,1200000.0,2025-12-31,2022,1998,24,4,5,3,0,3069,4,4,3,0,1989,3,4,3,0,2320,3,41,243.55853658536586,0,0,0,331,0,12,37.05833333333334,1,402.4294715447155,11.080984699746605
727569,1083,2003-05-28,Defender,750000.0,750000.0,2027-06-30,2022,2003,19,2,1,7,0,1629,2,1,5,0,1270,2,1,7,0,1629,2,34,169.59117647058824,0,2,0,359,0,8,40.68749999999999,1,295.09531733746127,8.125514972429002
144583,1083,1992-08-13,Defender,500000.0,2000000.0,2023-06-30,2022,1992,30,8,2,17,0,7266,6,0,0,0,714,0,1,3,0,2465,3,44,256.10227272727275,1,3,0,1751,3,25,184.204,1,568.4107424242425,15.651315784099532
515051,1083,2001-02-17,Defender,3500000.0,3500000.0,2023-06-30,2022,2001,21,3,2,5,0,3515,3,2,4,0,2700,3,2,5,0,3513,3,45,362.75666666666666,0,1,0,813,0,13,88.60384615384616,1,632.7674175824176,17.423391099600032
